id,action block 1,context,simplified sentence 1,partial start time 1,owner 1,original action 1,most similar action 1,speed 1,duration 1,rotation 1,translation 1,target 1,prop 1,location modifier 1,direction modifier 1,manner 1,emotion 1,Action Block 2,simplified sentence 2,partial start time 2,owner 2,original action 2,most similar action 2,speed 2,duration 2,rotation 2,translation 2,target 2,prop 2,location modifier 2,direction modifier 2,manner 2,emotion 2,Action Block 3,simplified sentence 3,partial start time 3,owner 3,original action 3,most similar action 3,speed 3,duration 3,rotation 3,translation 3,target 3,prop 3,location modifier 3,direction modifier 3,manner 3,emotion 3,Action Block 4,simplified sentence 4,partial start time 4,owner 4,original action 4,most similar action 4,speed 4,duration 4,rotation 4,translation 4,target 4,prop 4,location modifier 4,direction modifier 4,manner 4,emotion 4,Action Block 5,simplified sentence 5,partial start time 5,owner 5,original action 5,most similar action 5,speed 5,duration 5,rotation 5,translation 5,target 5,prop 5,location modifier 5,direction modifier 5,manner 5,emotion 5,Action Block 6,simplified sentence 6,partial start time 6,owner 6,original action 6,most similar action 6,speed 6,duration 6,rotation 6,translation 6,target 6,prop 6,location modifier 6,direction modifier 6,manner 6,emotion 6,Action Block 7,simplified sentence 7,partial start time 7,owner 7,original action 7,most similar action 7,speed 7,duration 7,rotation 7,translation 7,target 7,prop 7,location modifier 7,direction modifier 7,manner 7,emotion 7,Action Block 8,simplified sentence 8,partial start time 8,owner 8,original action 8,most similar action 8,speed 8,duration 8,rotation 8,translation 8,target 8,prop 8,location modifier 8,direction modifier 8,manner 8,emotion 8,Action Block 9,simplified sentence 9,partial start time 9,owner 9,original action 9,most similar action 9,speed 9,duration 9,rotation 9,translation 9,target 9,prop 9,location modifier 9,direction modifier 9,manner 9,emotion 9,Action Block 10,simplified sentence 10,partial start time 10,owner 10,original action 10,most similar action 10,speed 10,duration 10,rotation 10,translation 10,target 10,prop 10,location modifier 10,direction modifier 10,manner 10,emotion 10,Action Block 11,simplified sentence 11,partial start time 11,owner 11,original action 11,most similar action 11,speed 11,duration 11,rotation 11,translation 11,target 11,prop 11,location modifier 11,direction modifier 11,manner 11,emotion 11,Action Block 12,simplified sentence 12,partial start time 12,owner 12,original action 12,most similar action 12,speed 12,duration 12,rotation 12,translation 12,target 12,prop 12,location modifier 12,direction modifier 12,manner 12,emotion 12
11,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,"BEAUTICIAN-BOT
pre-recorded
        Just a trim? Uh huh.",She paints Wall-E's face with hideous looking make-up.,0,BEAUTICIAN-BOT,paints,paint,neutral,neutral,Yes,No,Wall-E's face,hideous looking make-up,null,null,null,null,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,Holds up a mirror,1,BEAUTICIAN-BOT,holds,pick,neutral,neutral,Yes,No,mirror,null,null,up,null,null,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,Wall-E gasps,2,Wall-E,gasps,cry,neutral,neutral,Yes,No,null,null,null,null,null,null,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,,She paints Wall-E's face with hideous looking make-up. Holds up a mirror. Wall-E gasps.,,,,,,,,,,,,,,,
12,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,INSIDE WITH EVE,The machine washes Eve,0,machine,washes,wash,neutral,neutral,Yes,No,Eve,null,null,null,null,null,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,The machine scrubs Eve,0,machine,scrubs,wash,neutral,neutral,Yes,No,Eve,null,null,null,null,null,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,A CIRCULAR BUFFER cleans between her head and body,1,CIRCULAR BUFFER,cleans,wash,neutral,neutral,Yes,No,Eve's head and body,null,null,between,null,null,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,It feels good,2,It,feels,,neutral,neutral,No,No,null,null,null,null,null,good,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,,She is washed and scrubbed. A CIRCULAR BUFFER cleans between her head and body. It feels good.,,,,,,,,,,,,,,,
13,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,"EVE
	Earth.",She points to an OVERHEAD SCREEN,0,Eve,points,point,neutral,neutral,Yes,No,OVERHEAD SCREEN,null,null,to OVERHEAD SCREEN,null,null,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,It displays coordinates to Earth,0,OVERHEAD SCREEN,displays,give,neutral,neutral,No,No,coordinates to Earth,null,null,null,null,null,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,,She points to an OVERHEAD SCREEN. It displays coordinates to Earth.,,,,,,,,,,,,,,,
14,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,"SHIP'S COMPUTER
	Ten, nine, eight, seven, six, five, four, three, two...",Pulls on the EMERGENCY EXIT LEVER,0,Wall-E,pulls,touch,neutral,neutral,Yes,No,EMERGENCY EXIT LEVER,null,null,null,null,null,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,,Pulls on the EMERGENCY EXIT LEVER. The hatch won't open!,,,,,,,,,,,,,,,
15,"She flies towards the debris field, when Wall-E whizzes right past her.","EVE
	No, no, no...",She flies towards the debris field,0,Eve,flies,fly,neutral,neutral,Yes,Yes,debris field,null,null,toward,null,null,"She flies towards the debris field, when Wall-E whizzes right past her.",when Wall-E whizzes right past her,0,Wall-E,whizzes,fly,fast ,short,Yes,Yes,null,null,null,past Eve,null,null,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,,"She flies towards the debris field, when Wall-E whizzes right past her.",,,,,,,,,,,,,,,
16,"He opens his compactor door. Pulls out the PLANT, still in the boot.","WALL-E
'Look what I've got'
	Ee-vah...",He opens his compactor door,0,Wall-E,opens,open,neutral,neutral,Yes,No,compactor door,null,null,null,null,null,"He opens his compactor door. Pulls out the PLANT, still in the boot.",Wall-E pulls out the PLANT,1,Wall-E,pulls,touch,neutral,neutral,Yes,No,PLANT,null,null,out,null,null,"He opens his compactor door. Pulls out the PLANT, still in the boot.",The PLANT is still in the boot,1,PLANT,is,sit,neutral,neutral,No,No,boot,null,in the boot,null,null,null,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,,"He opens his compactor door. Pulls out the PLANT, still in the boot.",,,,,,,,,,,,,,,
17,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,BING CROSBY'S 'STARDUST' PLAYS,Wall-E flies around the stern of the ship,0,Wall-E,flies,fly,neutral,neutral,Yes,Yes,the stern of the ship,null,null,around the stern of the ship,null,null,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,Eve flies around the stern of the ship,0,Eve,flies,fly,neutral,neutral,Yes,Yes,the stern of teh ship,null,null,around the stern of the ship,null,null,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,Wall-E does a few barrel rolls,1,Wall-E,does,turn,fast ,short,Yes,Yes,null,null,null,null,null,null,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,,The two fly around the stern of the ship. Wall-E does a few barrel rolls.,,,,,,,,,,,,,,,
18,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,"MARY
	Oooh...
recognizes Wall-E
	Hey, that's what's his name",She waves hello,0,Mary,waves,wave,neutral,neutral,Yes,Yes,null,null,null,back,null,null,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,Bumps into JOHN'S HOVER CHAIR,1,Mary,bumps,touch,neutral,neutral,Yes,Yes,JOHN'S HOVER CHAIR,null,null,into JOHN'S HOVER CHAIR,null,null,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,,She backs up to wave hello. Bumps into JOHN'S HOVER CHAIR.,,,,,,,,,,,,,,,
19,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,"JOHN
	Hey! What the",Mary leans over to his armrest,0,Mary,leans over,goForward,neutral,neutral,Yes,No,John's armrest,null,null,over,null,null,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,Turns off his holo-screen,1,Mary,turns off,turn,neutral,neutral,Yes,No,john's holo-screen,null,null,null,null,null,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,Points out the window,2,Mary,points,point,neutral,neutral,Yes,No,window,null,null,out,null,null,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,,Mary leans over to his armrest. Turns off his holo-screen. Points out the window.,,,,,,,,,,,,,,,
20,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,INT. BRIDGE,Auto busy operating the ship,0,Auto,operating,touch,neutral,neutral,No,No,the ship,null,null,null,busy,busy,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,Auto turns the SKY DIAL from DAY TO NIGHT,1,Auto,turns,turn,neutral,neutral,Yes,No,SKYE DIAL,null,null,null,null,null,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,,Auto busy operating the ship. Doesn't see Eve and Wall-E outside the window. Auto turns the SKY DIAL from DAY TO NIGHT.,,,,,,,,,,,,,,,
21,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,"SHIP'S COMPUTER (V.O.)
	'Hoedown' - a social gathering at which lively dancing would take place.",An aperture opens in the ceiling above,0,aperture,opens,open,neutral,neutral,Yes,No,ceiling,null,in the ceiling,above,null,null,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,Auto lowers down to face the Captain,1,Auto,lowers down,go,neutral,neutral,Yes,Yes,Captain,null,null,down,null,null,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,,An aperture opens in the ceiling above. Auto lowers down to face the Captain.,,,,,,,,,,,,,,,
22,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,"EVE
	Directive.",Zooms silently across the Lido Deck,0,Eve,zooms,fly,fast ,short,Yes,Yes,Lido Deck,null,Lido Deck,across,silently,silently,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,She zooms up into the trash chute,2,Eve,zooms,fly,fast ,short,Yes,Yes,trash Shute,null,null,up,null,null,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,,Before Wall-E can even protest she is gone. Zooms silently across the Lido Deck. Up into the trash chute.,,,,,,,,,,,,,,,
23,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,"CAPTAIN
	Wait...that doesn't look like Earth... Where's the blue sky...",He looks over to his computer screen,0,Captain,looks,look,neutral,neutral,No,No,computer screen,null,null,over,null,null,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,Compares them with what plays on Eve's screen,1,Captain,compare,look,neutral,neutral,No,No,what plays on Eve's screen,THE BEAUTY IMAGES OF EARTH,null,on Eve's screen,null,null,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,,He looks over to his computer screen. The BEAUTY IMAGES OF EARTH still on display. Compares them with what plays on Eve's screen.,,,,,,,,,,,,,,,
24,She looks at her hands again.,"EVE
soft
	Wall-E...",She looks at her hands again,0,Eve,looks,look,neutral,neutral,No,No,her hands,null,null,at her hands,null,null,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,,She looks at her hands again.,,,,,,,,,,,,,,,
25,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,AUTO,lowering in front of her,0,Auto,lowering,duck,neutral,neutral,Yes,No,Eve,null,null,in front of,null,null,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,Auto spots the plant in the Captain's hand,1,Auto,spots,look,neutral,neutral,No,No,Captain's hand,plant,null,in the Captain's hand,null,null,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,A113' flashes on Auto's lens,2,A113',flashes,wave,fast ,short,Yes,No,Auto's lens,null,null,on,null,null,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,,lowering in front of her. Auto spots the plant in the Captain's hand. 'A113' flashes on Auto's lens.,,,,,,,,,,,,,,,
26,It's over. The plant is gone. But in that frozen moment...,"CAPTAIN
	No!
		EVE
hums
	[Oh no!]",,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,,It's over. The plant is gone. But in that frozen moment...,,,,,,,,,,,,,,,
27,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,BACK IN THE CAPTAIN'S QUARTERS,Gopher salutes Auto,0,Gopher,salutes,call,neutral,neutral,No,No,Auto,null,null,null,null,null,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,Gopher exits,1,Gopher,exits,go,neutral,neutral,Yes,Yes,null,null,null,null,null,null,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,Auto turns to the Captain,2,Auto,turns,turn,neutral,neutral,Yes,No,Captain,null,null,to the Captain,null,null,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,He is in shock,2,Captain,is,look,neutral,neutral,No,No,null,null,null,null,in shock,in shock,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,,Gopher salutes Auto and exits. Auto turns to the Captain. He is in shock.,,,,,,,,,,,,,,,
28,"Suddenly, her area is flooded in light. She flinches at the sight of","EVE
	Wall-E!",She flinches at the sight of,0,Eve,flinches,cry,neutral,neutral,Yes,No,null,null,null,null,null,null,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,,"Suddenly, her area is flooded in light. She flinches at the sight of",,,,,,,,,,,,,,,
